Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units, , , , , , , , , , , , , , , , , , , , 
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2018,1.00,2018,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2019,2.00,2019,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2020,9.00,2020,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2021,31.00,2021,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2022,58.00,2022,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),151,Eastern Europe,2023,77.00,2023,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2016,2.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2019,1.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2020,10.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2021,22.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2022,24.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),152,Chile,2023,20.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2014,4.00,2014,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2015,8.00,2015,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2016,2.00,2016,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2017,1.00,2017,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2018,1.00,2018,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2019,46.00,2019,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2021,1.00,2021,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),154,Northern Europe,2022,5.00,2022,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2014,12.00,2014,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2015,102.00,2015,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2016,28.00,2016,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2017,18.00,2017,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2018,15.00,2018,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2019,11.00,2019,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2020,14.00,2020,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2021,22.00,2021,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2022,16.00,2022,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),155,Western Europe,2023,32.00,2023,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),156,China,2014,14.00,2014,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),156,China,2016,3.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),156,China,2018,3.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),156,China,2023,34.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2015,2.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2016,49.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2018,19.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2019,29.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2020,34.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2021,79.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2022,38.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),170,Colombia,2023,81.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),174,Comoros,2015,30.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),174,Comoros,2017,22.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),174,Comoros,2018,16.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),174,Comoros,2020,10.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2015,35.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2016,10.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2017,9.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2018,15.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2019,4.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2020,37.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),175,Mayotte,2021,63.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),180,Democratic Republic of the Congo,2014,251.00,2014,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),180,Democratic Republic of the Congo,2018,53.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),188,Costa Rica,2016,5.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),188,Costa Rica,2017,2.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),188,Costa Rica,2021,1.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),188,Costa Rica,2022,14.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),188,Costa Rica,2023,8.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2015,1.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2017,2.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2018,13.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2019,8.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2020,3.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2021,8.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2022,13.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),191,Croatia,2023,6.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2014,1.00,2014,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2015,13.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2016,22.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2017,2.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2020,18.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2021,16.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2022,128.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),192,Cuba,2023,88.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),196,Cyprus,2018,60.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),196,Cyprus,2019,5.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),196,Cyprus,2022,1.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2014,322.00,2014,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2015,265.00,2015,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2016,358.00,2016,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2017,643.00,2017,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2018,791.00,2018,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2019,982.00,2019,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2020,243.00,2020,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2021,266.00,2021,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2022,226.00,2022,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),202,Sub-Saharan Africa,2023,708.00,2023,,,,,IOM Missing Migrant Project,,,N,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),204,Benin,2017,7.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),204,Benin,2018,6.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),204,Benin,2019,16.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2014,17.00,2014,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2015,5.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2016,2.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2017,59.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2018,14.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2019,20.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2020,41.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2021,68.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2022,65.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),214,Dominican Republic,2023,54.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),218,Ecuador,2018,6.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),218,Ecuador,2019,5.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),218,Ecuador,2020,4.00,2020,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),218,Ecuador,2021,3.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),222,El Salvador,2017,1.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),222,El Salvador,2021,4.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2015,27.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2016,56.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2017,20.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2018,75.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2019,3.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2021,25.00,2021,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2022,4.00,2022,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),231,Ethiopia,2023,2.00,2023,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),232,Eritrea,2015,5.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),232,Eritrea,2016,26.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),232,Eritrea,2017,7.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),232,Eritrea,2018,3.00,2018,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),246,Finland,2019,4.00,2019,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),250,France,2014,12.00,2014,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),250,France,2015,29.00,2015,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),250,France,2016,23.00,2016,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
10,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),250,France,2017,13.00,2017,,,,,IOM Missing Migrant Project,,,G,G,NUMBER,,,,,,,,,,,,,,,,,,,,
